field_1,Venue,Latitude,Longitude,Venue Cate,geometry,OBJECTID,WEB_URL,NAME,NEIGHBORHO,Shape_Leng,Shape_Area,TYPE,COLOR,APPR_DATE,UPDATE_PLA,ADOPTED,count
"854",Charlie Palmer Steak,38.892812935519366,-77.012390072657240,Steakhouse,POINT (38.89281293551937 -77.01239007265724),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"855",DC Empanadas,38.892529457498497,-77.018991873321099,Food Truck,POINT (38.8925294574985 -77.0189918733211),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"856",The Capital Grille,38.892956949919480,-77.020067271618132,American Restaurant,POINT (38.89295694991948 -77.02006727161813),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"857",Rasika,38.894919969799552,-77.021209001541138,Indian Restaurant,POINT (38.89491996979955 -77.02120900154114),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"858",Fiola,38.893813554318534,-77.020726203918457,Italian Restaurant,POINT (38.89381355431853 -77.02072620391846),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"859",Sandwiches by Phillip,38.895638361656189,-77.012218348749172,Café,POINT (38.89563836165619 -77.01221834874917),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"860",The Partisan,38.894947108075904,-77.022550106048584,New American Restaurant,POINT (38.8949471080759 -77.02255010604858),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"861",Oyamel Cocina Mexicana,38.894919969799552,-77.021718621253953,Mexican Restaurant,POINT (38.89491996979955 -77.02171862125395),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"862",The Source by Wolfgang Puck,38.893532363808568,-77.019756776209761,Asian Restaurant,POINT (38.89353236380857 -77.01975677620976),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"863",Jaleo,38.895913641464468,-77.022163867950439,Tapas Restaurant,POINT (38.89591364146447 -77.02216386795044),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"864",Red Apron Butchery,38.894897999999998,-77.022575000000003,Deli / Bodega,POINT (38.894898 -77.022575),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"865",sweetgreen,38.895981399999997,-77.021389400000004,Salad Place,POINT (38.8959814 -77.0213894),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"866",Wiseguy NY Pizza,38.899608475054720,-77.015962600708008,Pizza Place,POINT (38.89960847505472 -77.01596260070801),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"867",West Wing Cafe,38.894713717900260,-77.011247401603711,Deli / Bodega,POINT (38.89471371790026 -77.01124740160371),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"868",Daikaya,38.898537619341155,-77.019642591476440,Ramen Restaurant,POINT (38.89853761934116 -77.01964259147644),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"870",Momoyama,38.893172382658584,-77.013553543355627,Sushi Restaurant,POINT (38.89317238265858 -77.01355354335563),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"871",Protein Bar & Kitchen,38.894658999999997,-77.022086000000002,Gluten-free Restaurant,POINT (38.894659 -77.022086),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"872",Bantam King,38.898452033684677,-77.019116878509521,Ramen Restaurant,POINT (38.89845203368468 -77.01911687850952),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"873",District Rico,38.900370380106040,-77.011614739894867,Peruvian Restaurant,POINT (38.90037038010604 -77.01161473989487),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"875",China Chilcano,38.895425000000003,-77.022176000000002,Peruvian Restaurant,POINT (38.895425 -77.022176),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"876",Captain Cookie and the Milk Man,38.897652256187669,-77.009696033908739,Food Truck,POINT (38.89765225618767 -77.00969603390874),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"877",Hill Country Barbecue Market,38.895088644463215,-77.022166550159454,BBQ Joint,POINT (38.89508864446321 -77.02216655015945),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"878",Acela Club,38.898101571713248,-77.020897022270930,American Restaurant,POINT (38.89810157171325 -77.02089702227093),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"879",Izakaya,38.898577168652864,-77.019865277308469,Japanese Restaurant,POINT (38.89857716865286 -77.01986527730847),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"882",Luke's Lobster,38.896191863619975,-77.021467265693460,Seafood Restaurant,POINT (38.89619186361998 -77.02146726569346),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"883",CapMacDC,38.897616507958105,-77.009690410075748,Food Truck,POINT (38.89761650795811 -77.00969041007575),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"884",Old Ebbitt Grill,38.897954318339245,-77.033270108058204,American Restaurant,POINT (38.89795431833925 -77.0332701080582),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"885",Occidental,38.896507093951193,-77.033040276294997,American Restaurant,POINT (38.89650709395119 -77.033040276295),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"886",JW Marriott Concierge Lounge,38.896399468741251,-77.031112658155195,Snack Place,POINT (38.89639946874125 -77.03111265815519),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"887","Joe's Seafood, Prime Steak & Stone Crab",38.899984210074322,-77.033938765525818,Seafood Restaurant,POINT (38.89998421007432 -77.03393876552582),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"889",District Taco,38.897596999999998,-77.030156000000005,Taco Place,POINT (38.897597 -77.03015600000001),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"890",Mastro's Steakhouse,38.897679300000000,-77.029936899999996,Steakhouse,POINT (38.8976793 -77.0299369),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"892",Ocean Prime,38.898577280951848,-77.031543552875519,Seafood Restaurant,POINT (38.89857728095185 -77.03154355287552),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"894",Fogo de Chao,38.895507518177155,-77.027561782855400,Brazilian Restaurant,POINT (38.89550751817715 -77.0275617828554),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"895",&pizza,38.896305003505297,-77.026368052465784,Pizza Place,POINT (38.8963050035053 -77.02636805246578),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"897",Central Michel Richard,38.895107849961704,-77.026610970497131,American Restaurant,POINT (38.8951078499617 -77.02661097049713),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"898",The Oceanaire Seafood Room,38.897579115374718,-77.028772165603186,Seafood Restaurant,POINT (38.89757911537472 -77.02877216560319),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"902",Bluestone Lane,38.898057600000001,-77.029872400000002,Café,POINT (38.8980576 -77.0298724),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"903",&pizza,38.902155084591655,-77.032257020473480,Pizza Place,POINT (38.90215508459166 -77.03225702047348),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"904",Five Guys,38.901079883660287,-77.032297896105433,Burger Joint,POINT (38.90107988366029 -77.03229789610543),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"906",Buredo,38.900902665085589,-77.031674981117249,Sushi Restaurant,POINT (38.90090266508559 -77.03167498111725),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"907",Ristorante Tosca,38.897296153730217,-77.027460331988749,Italian Restaurant,POINT (38.89729615373022 -77.02746033198875),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"909",Café du Parc,38.896496999999997,-77.032617999999999,French Restaurant,POINT (38.896497 -77.032618),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"911",Opaline,38.900497999999999,-77.033969999999997,French Restaurant,POINT (38.900498 -77.03397),"6",http://planning.dc.gov/,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",7343.048620952476085,2937441.575250614900142,Original,,,,,"0"
"151",Founding Farmers,38.900329049601460,-77.044517397880554,American Restaurant,POINT (38.90032904960146 -77.04451739788055),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"154",Bindaas,38.900282199999999,-77.045595899999995,Indian Restaurant,POINT (38.9002822 -77.0455959),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"155",Which Wich,38.896024375484103,-77.042158056167239,Sandwich Place,POINT (38.8960243754841 -77.04215805616724),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"157",Duke's Grocery,38.900514410553093,-77.046007364988327,Gastropub,POINT (38.90051441055309 -77.04600736498833),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"169",Wiseguy Pizza,38.899914536173959,-77.047830915552055,Pizza Place,POINT (38.89991453617396 -77.04783091555205),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"171",Chipotle Mexican Grill,38.900311689979254,-77.045772246891659,Mexican Restaurant,POINT (38.90031168997925 -77.04577224689166),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"172",Chick-fil-A,38.899875600000001,-77.047735099999997,Fast Food Restaurant,POINT (38.8998756 -77.0477351),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"183",Marcel's by Robert Wiedmaier,38.903433308881773,-77.052225609269470,French Restaurant,POINT (38.90343330888177 -77.05222560926947),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"191",Blue Duck Tavern,38.905400570639486,-77.051325603221670,New American Restaurant,POINT (38.90540057063949 -77.05132560322167),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"194",Nobu,38.905295859414011,-77.054096348445441,Sushi Restaurant,POINT (38.90529585941401 -77.05409634844544),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"631",Rasika,38.905064787291273,-77.048079371452332,Indian Restaurant,POINT (38.90506478729127 -77.04807937145233),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"643",Grillfish,38.905346388601039,-77.047593354190624,Seafood Restaurant,POINT (38.90534638860104 -77.04759335419062),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"662",Rasika,38.905064787291273,-77.048079371452332,Indian Restaurant,POINT (38.90506478729127 -77.04807937145233),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"663",Marcel's by Robert Wiedmaier,38.903433308881773,-77.052225609269470,French Restaurant,POINT (38.90343330888177 -77.05222560926947),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"668",sweetgreen,38.905060511296156,-77.049355944718627,Salad Place,POINT (38.90506051129616 -77.04935594471863),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"669",Blue Duck Tavern,38.905400570639486,-77.051325603221670,New American Restaurant,POINT (38.90540057063949 -77.05132560322167),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"671",Grillfish,38.905346388601039,-77.047593354190624,Seafood Restaurant,POINT (38.90534638860104 -77.04759335419062),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"673",Nobu,38.905295859414011,-77.054096348445441,Sushi Restaurant,POINT (38.90529585941401 -77.05409634844544),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"686",Westend Bistro,38.904553406286304,-77.049082070616294,American Restaurant,POINT (38.9045534062863 -77.04908207061629),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"689",Bluestone Lane,38.903888999999999,-77.050421999999998,Café,POINT (38.903889 -77.050422),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"888",Which Wich,38.896024375484103,-77.042158056167239,Sandwich Place,POINT (38.8960243754841 -77.04215805616724),"7",http://planning.dc.gov/,Cluster 5,"West End, Foggy Bottom, GWU",5884.746359440836386,1358616.411979107419029,Original,,,,,"0"
"489",Sharks,38.896152000000001,-76.947524999999999,Fish & Chips Shop,POINT (38.896152 -76.947525),"8",http://planning.dc.gov/,Cluster 30,"Mayfair, Hillbrook, Mahaning Heights",7599.065607880147581,2524926.931903004180640,Original,,,,,"0"
"492",Yellow House,38.895419804033203,-76.948903962449378,Restaurant,POINT (38.8954198040332 -76.94890396244938),"8",http://planning.dc.gov/,Cluster 30,"Mayfair, Hillbrook, Mahaning Heights",7599.065607880147581,2524926.931903004180640,Original,,,,,"0"
"494",Popeyes Louisiana Kitchen,38.896124999999998,-76.949325000000002,Fried Chicken Joint,POINT (38.896125 -76.949325),"8",http://planning.dc.gov/,Cluster 30,"Mayfair, Hillbrook, Mahaning Heights",7599.065607880147581,2524926.931903004180640,Original,,,,,"0"
"496",Dunkin',38.896297099999998,-76.948298600000001,Donut Shop,POINT (38.8962971 -76.9482986),"8",http://planning.dc.gov/,Cluster 30,"Mayfair, Hillbrook, Mahaning Heights",7599.065607880147581,2524926.931903004180640,Original,,,,,"0"
"503",Shell Gas Station,38.900754960000000,-76.942982999999998,Snack Place,POINT (38.90075496 -76.942983),"8",http://planning.dc.gov/,Cluster 30,"Mayfair, Hillbrook, Mahaning Heights",7599.065607880147581,2524926.931903004180640,Original,,,,,"0"
"491",Subway,38.899208100974285,-76.933505158013190,Sandwich Place,POINT (38.89920810097428 -76.93350515801319),"9",http://planning.dc.gov/,Cluster 31,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",8570.352865729366385,3330853.543742913287133,Original,,,,,"0"
"3",The Dabney,38.906296764388500,-77.024418927236482,American Restaurant,POINT (38.9062967643885 -77.02441892723648),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"10",El Sol,38.906626420734298,-77.026838886014502,Mexican Restaurant,POINT (38.9066264207343 -77.0268388860145),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"12",Seylou,38.907203255143983,-77.025084675796336,Bakery,POINT (38.90720325514398 -77.02508467579634),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"16",SUNdeVICH,38.907726188823922,-77.024465267123844,Sandwich Place,POINT (38.90772618882392 -77.02446526712384),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"22",Supra,38.906022834034736,-77.026806771755219,Eastern European Restaurant,POINT (38.90602283403474 -77.02680677175522),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"121",Estadio,38.910245182283923,-77.032227516174316,Spanish Restaurant,POINT (38.91024518228392 -77.03222751617432),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"123",sweetgreen,38.909837400000001,-77.033964499999996,Salad Place,POINT (38.9098374 -77.0339645),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"125",Tortino,38.906553936646709,-77.027139589158963,Italian Restaurant,POINT (38.90655393664671 -77.02713958915896),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"127",Shake Shack,38.909024642826154,-77.032110154278712,Burger Joint,POINT (38.90902464282615 -77.03211015427871),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"130",The Pig,38.907958472377807,-77.032113647787796,New American Restaurant,POINT (38.90795847237781 -77.0321136477878),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"132",Birch & Barley,38.908560748508386,-77.031840742906837,American Restaurant,POINT (38.90856074850839 -77.03184074290684),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"134",JINYA Ramen Bar,38.908590018663091,-77.032273798389838,Ramen Restaurant,POINT (38.90859001866309 -77.03227379838984),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"135",Etto,38.910958970170284,-77.031712532043457,Italian Restaurant,POINT (38.91095897017028 -77.03171253204346),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"138",Commissary,38.909758465632763,-77.033501370236849,American Restaurant,POINT (38.90975846563276 -77.03350137023685),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"143",Great Wall Szechuan,38.910615999999997,-77.031666999999999,Chinese Restaurant,POINT (38.910616 -77.031667),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"146",Logan Tavern,38.909790190937890,-77.032798826694489,American Restaurant,POINT (38.90979019093789 -77.03279882669449),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"147",Pizzolis Pizzeria,38.909168345699314,-77.028188310415999,Sandwich Place,POINT (38.90916834569931 -77.028188310416),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"243",Le Diplomate,38.911363864201739,-77.031572386622372,French Restaurant,POINT (38.91136386420174 -77.03157238662237),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"246",Pearl Dive Oyster Palace,38.911637346947558,-77.032036561362560,Seafood Restaurant,POINT (38.91163734694756 -77.03203656136256),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"262",Chicken + Whiskey,38.913783000000002,-77.032156999999998,South American Restaurant,POINT (38.913783 -77.032157),"10",http://planning.dc.gov/,Cluster 7,"Shaw, Logan Circle",5004.594672539333260,1463803.328585328999907,Original,,,,,"0"
"36",Masseria,38.909597454466940,-76.999046946520551,Italian Restaurant,POINT (38.90959745446694 -76.99904694652055),"12",http://planning.dc.gov/,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",10168.655829258512313,3516218.869687745813280,Original,,,,,"0"
"42",St. Anselm,38.907705953759411,-76.999017851368109,Steakhouse,POINT (38.90770595375941 -76.99901785136811),"12",http://planning.dc.gov/,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",10168.655829258512313,3516218.869687745813280,Original,,,,,"0"
"47",Stellina Pizzeria,38.907800000000002,-77.000280000000004,Pizza Place,POINT (38.9078 -77.00028),"12",http://planning.dc.gov/,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",10168.655829258512313,3516218.869687745813280,Original,,,,,"0"
"49",Rappahanock Oyster Bar,38.908488352222818,-76.997367494711170,Seafood Restaurant,POINT (38.90848835222282 -76.99736749471117),"12",http://planning.dc.gov/,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",10168.655829258512313,3516218.869687745813280,Original,,,,,"0"
"50",Ivy City Smokehouse,38.914569277140259,-76.985473571116074,Seafood Restaurant,POINT (38.91456927714026 -76.98547357111607),"12",http://planning.dc.gov/,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",10168.655829258512313,3516218.869687745813280,Original,,,,,"0"
"51",Arepa Zone,38.908625566774901,-76.997471451759338,Arepa Restaurant,POINT (38.9086255667749 -76.99747145175934),"12",http://planning.dc.gov/,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",10168.655829258512313,3516218.869687745813280,Original,,,,,"0"
"57",Ari's Diner,38.914819561652742,-76.984559297561646,Diner,POINT (38.91481956165274 -76.98455929756165),"12",http://planning.dc.gov/,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",10168.655829258512313,3516218.869687745813280,Original,,,,,"0"
"455",Ivy City Smokehouse,38.914569277140259,-76.985473571116074,Seafood Restaurant,POINT (38.91456927714026 -76.98547357111607),"12",http://planning.dc.gov/,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",10168.655829258512313,3516218.869687745813280,Original,,,,,"0"
"459",Ari's Diner,38.914819561652742,-76.984559297561646,Diner,POINT (38.91481956165274 -76.98455929756165),"12",http://planning.dc.gov/,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",10168.655829258512313,3516218.869687745813280,Original,,,,,"0"
"461",Gravitas,38.914506000000003,-76.983908000000000,New American Restaurant,POINT (38.914506 -76.983908),"12",http://planning.dc.gov/,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",10168.655829258512313,3516218.869687745813280,Original,,,,,"0"
"766",Masseria,38.909597454466940,-76.999046946520551,Italian Restaurant,POINT (38.90959745446694 -76.99904694652055),"12",http://planning.dc.gov/,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",10168.655829258512313,3516218.869687745813280,Original,,,,,"0"
